area,fm_duff,fm_1000hr,can_con_pct,shrub_black_pct,pile_black_pct,fuelbeds,units,ecoregion
100,80,50,90,80,90,90186,tons,western
100,80,50,90,80,90,13187,tons,western
100,80,50,90,80,90,90187,tons,western
100,80,50,90,80,90,13188,tons,western
100,80,50,90,80,90,90188,tons,western
100,80,50,90,80,90,13189,tons,western
100,80,50,90,80,90,90189,tons,western
100,80,50,90,80,90,13190,tons,western
100,80,50,90,80,90,90190,tons,western
100,80,50,90,80,90,13191,tons,western
100,80,50,90,80,90,90191,tons,western
100,80,50,90,80,90,13192,tons,western
100,80,50,90,80,90,90192,tons,western
100,80,50,90,80,90,13193,tons,western
100,80,50,90,80,90,90193,tons,western
100,80,50,90,80,90,13194,tons,western
100,80,50,90,80,90,90194,tons,western
100,80,50,90,80,90,13195,tons,western
100,80,50,90,80,90,90195,tons,western
100,80,50,90,80,90,13196,tons,western
100,80,50,90,80,90,90196,tons,western
100,80,50,90,80,90,13197,tons,western
100,80,50,90,80,90,90197,tons,western
100,80,50,90,80,90,13198,tons,western
100,80,50,90,80,90,90198,tons,western
100,80,50,90,80,90,13199,tons,western
100,80,50,90,80,90,90199,tons,western
100,80,50,90,80,90,13200,tons,western
100,80,50,90,80,90,90200,tons,western
100,80,50,90,80,90,13201,tons,western
100,80,50,90,80,90,90201,tons,western
100,80,50,90,80,90,13202,tons,western
100,80,50,90,80,90,90202,tons,western
100,80,50,90,80,90,13203,tons,western
100,80,50,90,80,90,90203,tons,western
100,80,50,90,80,90,13204,tons,western
100,80,50,90,80,90,90204,tons,western
100,80,50,90,80,90,13205,tons,western
100,80,50,90,80,90,90205,tons,western
100,80,50,90,80,90,13206,tons,western
100,80,50,90,80,90,90206,tons,western
100,80,50,90,80,90,13207,tons,western
100,80,50,90,80,90,90207,tons,western
100,80,50,90,80,90,13208,tons,western
100,80,50,90,80,90,90208,tons,western
100,80,50,90,80,90,13209,tons,western
100,80,50,90,80,90,90209,tons,western
100,80,50,90,80,90,13210,tons,western
100,80,50,90,80,90,90210,tons,western
100,80,50,90,80,90,13211,tons,western
100,80,50,90,80,90,90211,tons,western
100,80,50,90,80,90,13212,tons,western
100,80,50,90,80,90,90212,tons,western
100,80,50,90,80,90,13213,tons,western
100,80,50,90,80,90,90213,tons,western
100,80,50,90,80,90,13214,tons,western
100,80,50,90,80,90,90214,tons,western
100,80,50,90,80,90,13215,tons,western
100,80,50,90,80,90,90215,tons,western
100,80,50,90,80,90,13216,tons,western
100,80,50,90,80,90,90216,tons,western
100,80,50,90,80,90,13217,tons,western
100,80,50,90,80,90,90217,tons,western
100,80,50,90,80,90,13218,tons,western
100,80,50,90,80,90,90218,tons,western
100,80,50,90,80,90,13219,tons,western
100,80,50,90,80,90,90219,tons,western
100,80,50,90,80,90,13220,tons,western
100,80,50,90,80,90,90220,tons,western
100,80,50,90,80,90,13221,tons,western
100,80,50,90,80,90,90221,tons,western
100,80,50,90,80,90,13222,tons,western
100,80,50,90,80,90,90222,tons,western
100,80,50,90,80,90,13223,tons,western
100,80,50,90,80,90,90223,tons,western
100,80,50,90,80,90,13224,tons,western
100,80,50,90,80,90,90224,tons,western
100,80,50,90,80,90,13225,tons,western
100,80,50,90,80,90,90225,tons,western
100,80,50,90,80,90,13226,tons,western
100,80,50,90,80,90,90226,tons,western
100,80,50,90,80,90,13227,tons,western
100,80,50,90,80,90,90227,tons,western
100,80,50,90,80,90,13228,tons,western
100,80,50,90,80,90,90228,tons,western
100,80,50,90,80,90,13229,tons,western
100,80,50,90,80,90,90229,tons,western
100,80,50,90,80,90,13230,tons,western
100,80,50,90,80,90,90230,tons,western
100,80,50,90,80,90,13231,tons,western
100,80,50,90,80,90,90231,tons,western
100,80,50,90,80,90,13232,tons,western
100,80,50,90,80,90,90232,tons,western
100,80,50,90,80,90,13233,tons,western
100,80,50,90,80,90,90233,tons,western
100,80,50,90,80,90,13234,tons,western
100,80,50,90,80,90,90234,tons,western
100,80,50,90,80,90,13235,tons,western
100,80,50,90,80,90,90235,tons,western
100,80,50,90,80,90,13236,tons,western
100,80,50,90,80,90,90236,tons,western
100,80,50,90,80,90,13237,tons,western
100,80,50,90,80,90,90237,tons,western
100,80,50,90,80,90,13238,tons,western
100,80,50,90,80,90,90238,tons,western
100,80,50,90,80,90,13239,tons,western
100,80,50,90,80,90,90239,tons,western
100,80,50,90,80,90,13240,tons,western
100,80,50,90,80,90,90240,tons,western
100,80,50,90,80,90,13241,tons,western
100,80,50,90,80,90,90241,tons,western
100,80,50,90,80,90,13242,tons,western
100,80,50,90,80,90,90242,tons,western
100,80,50,90,80,90,13243,tons,western
100,80,50,90,80,90,90243,tons,western
100,80,50,90,80,90,13244,tons,western
100,80,50,90,80,90,90244,tons,western
100,80,50,90,80,90,13245,tons,western
100,80,50,90,80,90,90245,tons,western
100,80,50,90,80,90,13246,tons,western
100,80,50,90,80,90,90246,tons,western
100,80,50,90,80,90,13247,tons,western
100,80,50,90,80,90,90247,tons,western
100,80,50,90,80,90,13248,tons,western
100,80,50,90,80,90,90248,tons,western
100,80,50,90,80,90,13249,tons,western
100,80,50,90,80,90,90249,tons,western
100,80,50,90,80,90,13250,tons,western
100,80,50,90,80,90,90250,tons,western
100,80,50,90,80,90,13251,tons,western
100,80,50,90,80,90,90251,tons,western
100,80,50,90,80,90,13252,tons,western
100,80,50,90,80,90,90252,tons,western
100,80,50,90,80,90,13253,tons,western
100,80,50,90,80,90,90253,tons,western
100,80,50,90,80,90,13254,tons,western
100,80,50,90,80,90,90254,tons,western
100,80,50,90,80,90,13255,tons,western
100,80,50,90,80,90,90255,tons,western
100,80,50,90,80,90,13256,tons,western
100,80,50,90,80,90,90256,tons,western
100,80,50,90,80,90,13257,tons,western
100,80,50,90,80,90,90257,tons,western
100,80,50,90,80,90,13258,tons,western
100,80,50,90,80,90,90258,tons,western
100,80,50,90,80,90,13259,tons,western
100,80,50,90,80,90,90259,tons,western
100,80,50,90,80,90,13260,tons,western
100,80,50,90,80,90,90260,tons,western
100,80,50,90,80,90,13261,tons,western
100,80,50,90,80,90,90261,tons,western
100,80,50,90,80,90,13262,tons,western
100,80,50,90,80,90,90262,tons,western
100,80,50,90,80,90,13263,tons,western
100,80,50,90,80,90,90263,tons,western
100,80,50,90,80,90,13264,tons,western
100,80,50,90,80,90,90264,tons,western
100,80,50,90,80,90,13265,tons,western
100,80,50,90,80,90,90265,tons,western
100,80,50,90,80,90,13266,tons,western
100,80,50,90,80,90,90266,tons,western
100,80,50,90,80,90,13267,tons,western
100,80,50,90,80,90,90267,tons,western
100,80,50,90,80,90,13268,tons,western
100,80,50,90,80,90,90268,tons,western
100,80,50,90,80,90,13269,tons,western
100,80,50,90,80,90,90269,tons,western
100,80,50,90,80,90,13270,tons,western
100,80,50,90,80,90,90270,tons,western
100,80,50,90,80,90,13271,tons,western
100,80,50,90,80,90,90271,tons,western
100,80,50,90,80,90,13272,tons,western
100,80,50,90,80,90,90272,tons,western
100,80,50,90,80,90,13273,tons,western
100,80,50,90,80,90,90273,tons,western
100,80,50,90,80,90,13274,tons,western
100,80,50,90,80,90,90274,tons,western
100,80,50,90,80,90,13275,tons,western
100,80,50,90,80,90,90275,tons,western
100,80,50,90,80,90,13276,tons,western
100,80,50,90,80,90,90276,tons,western
100,80,50,90,80,90,13277,tons,western
100,80,50,90,80,90,90277,tons,western
100,80,50,90,80,90,13278,tons,western
100,80,50,90,80,90,90278,tons,western
100,80,50,90,80,90,13279,tons,western
100,80,50,90,80,90,90279,tons,western
100,80,50,90,80,90,13280,tons,western
100,80,50,90,80,90,90280,tons,western
100,80,50,90,80,90,13281,tons,western
100,80,50,90,80,90,90281,tons,western
100,80,50,90,80,90,13282,tons,western
100,80,50,90,80,90,90282,tons,western
100,80,50,90,80,90,13283,tons,western
100,80,50,90,80,90,90283,tons,western
100,80,50,90,80,90,13284,tons,western
100,80,50,90,80,90,90284,tons,western
100,80,50,90,80,90,13285,tons,western
100,80,50,90,80,90,90285,tons,western
100,80,50,90,80,90,13286,tons,western
100,80,50,90,80,90,90286,tons,western
100,80,50,90,80,90,13287,tons,western
100,80,50,90,80,90,90287,tons,western
100,80,50,90,80,90,13288,tons,western
100,80,50,90,80,90,90288,tons,western
100,80,50,90,80,90,13289,tons,western
100,80,50,90,80,90,90289,tons,western
100,80,50,90,80,90,13290,tons,western
100,80,50,90,80,90,90290,tons,western
100,80,50,90,80,90,13291,tons,western
100,80,50,90,80,90,90291,tons,western
100,80,50,90,80,90,13292,tons,western
100,80,50,90,80,90,90292,tons,western
100,80,50,90,80,90,13293,tons,western
100,80,50,90,80,90,90293,tons,western
100,80,50,90,80,90,13294,tons,western
100,80,50,90,80,90,90294,tons,western
100,80,50,90,80,90,13295,tons,western
100,80,50,90,80,90,90295,tons,western
100,80,50,90,80,90,13296,tons,western
100,80,50,90,80,90,90296,tons,western
100,80,50,90,80,90,13297,tons,western
100,80,50,90,80,90,90297,tons,western
100,80,50,90,80,90,13298,tons,western
100,80,50,90,80,90,90298,tons,western
100,80,50,90,80,90,13299,tons,western
100,80,50,90,80,90,90299,tons,western
100,80,50,90,80,90,13300,tons,western
100,80,50,90,80,90,90300,tons,western
100,80,50,90,80,90,13301,tons,western
100,80,50,90,80,90,90301,tons,western
100,80,50,90,80,90,13302,tons,western
100,80,50,90,80,90,90302,tons,western
100,80,50,90,80,90,13303,tons,western
100,80,50,90,80,90,90303,tons,western
100,80,50,90,80,90,13304,tons,western
100,80,50,90,80,90,90304,tons,western
100,80,50,90,80,90,13305,tons,western
100,80,50,90,80,90,90305,tons,western
100,80,50,90,80,90,13306,tons,western
100,80,50,90,80,90,90306,tons,western
100,80,50,90,80,90,13307,tons,western
100,80,50,90,80,90,90307,tons,western
100,80,50,90,80,90,13308,tons,western
100,80,50,90,80,90,90308,tons,western
100,80,50,90,80,90,13309,tons,western
100,80,50,90,80,90,90309,tons,western
100,80,50,90,80,90,13310,tons,western
100,80,50,90,80,90,90310,tons,western
100,80,50,90,80,90,13311,tons,western
100,80,50,90,80,90,90311,tons,western
100,80,50,90,80,90,13312,tons,western
100,80,50,90,80,90,90312,tons,western
100,80,50,90,80,90,13313,tons,western
100,80,50,90,80,90,90313,tons,western
100,80,50,90,80,90,13314,tons,western
100,80,50,90,80,90,90314,tons,western
100,80,50,90,80,90,13315,tons,western
100,80,50,90,80,90,90315,tons,western
100,80,50,90,80,90,13316,tons,western
100,80,50,90,80,90,90316,tons,western
100,80,50,90,80,90,13317,tons,western
100,80,50,90,80,90,90317,tons,western
100,80,50,90,80,90,13318,tons,western
100,80,50,90,80,90,90318,tons,western
100,80,50,90,80,90,13319,tons,western
100,80,50,90,80,90,90319,tons,western
100,80,50,90,80,90,13320,tons,western
100,80,50,90,80,90,90320,tons,western
100,80,50,90,80,90,13321,tons,western
100,80,50,90,80,90,90321,tons,western
100,80,50,90,80,90,13322,tons,western
100,80,50,90,80,90,90322,tons,western
100,80,50,90,80,90,13323,tons,western
100,80,50,90,80,90,90323,tons,western
100,80,50,90,80,90,13324,tons,western
100,80,50,90,80,90,90324,tons,western
100,80,50,90,80,90,13325,tons,western
100,80,50,90,80,90,90325,tons,western
100,80,50,90,80,90,13326,tons,western
100,80,50,90,80,90,90326,tons,western
100,80,50,90,80,90,13327,tons,western
100,80,50,90,80,90,90327,tons,western
100,80,50,90,80,90,13328,tons,western
100,80,50,90,80,90,90328,tons,western
100,80,50,90,80,90,13329,tons,western
100,80,50,90,80,90,90329,tons,western
100,80,50,90,80,90,13330,tons,western
100,80,50,90,80,90,90330,tons,western
100,80,50,90,80,90,13331,tons,western
100,80,50,90,80,90,90331,tons,western
100,80,50,90,80,90,13332,tons,western
100,80,50,90,80,90,90332,tons,western
100,80,50,90,80,90,13333,tons,western
100,80,50,90,80,90,90333,tons,western
100,80,50,90,80,90,13334,tons,western
100,80,50,90,80,90,90334,tons,western
100,80,50,90,80,90,13335,tons,western
100,80,50,90,80,90,90335,tons,western
100,80,50,90,80,90,13336,tons,western
100,80,50,90,80,90,90336,tons,western
100,80,50,90,80,90,13337,tons,western
100,80,50,90,80,90,90337,tons,western
100,80,50,90,80,90,13338,tons,western
100,80,50,90,80,90,90338,tons,western
100,80,50,90,80,90,13339,tons,western
100,80,50,90,80,90,90339,tons,western
100,80,50,90,80,90,13340,tons,western
100,80,50,90,80,90,90340,tons,western
100,80,50,90,80,90,13341,tons,western
100,80,50,90,80,90,90341,tons,western
100,80,50,90,80,90,13342,tons,western
100,80,50,90,80,90,90342,tons,western
100,80,50,90,80,90,13343,tons,western
100,80,50,90,80,90,90343,tons,western
100,80,50,90,80,90,13344,tons,western
100,80,50,90,80,90,90344,tons,western
100,80,50,90,80,90,13345,tons,western
100,80,50,90,80,90,90345,tons,western
100,80,50,90,80,90,13346,tons,western
100,80,50,90,80,90,90346,tons,western
100,80,50,90,80,90,13347,tons,western
100,80,50,90,80,90,90347,tons,western
100,80,50,90,80,90,13348,tons,western
100,80,50,90,80,90,90348,tons,western
100,80,50,90,80,90,13349,tons,western
100,80,50,90,80,90,90349,tons,western
100,80,50,90,80,90,13350,tons,western
100,80,50,90,80,90,90350,tons,western
100,80,50,90,80,90,13351,tons,western
100,80,50,90,80,90,90351,tons,western
100,80,50,90,80,90,13352,tons,western
100,80,50,90,80,90,90352,tons,western
100,80,50,90,80,90,13353,tons,western
100,80,50,90,80,90,90353,tons,western
100,80,50,90,80,90,13354,tons,western
100,80,50,90,80,90,90354,tons,western
100,80,50,90,80,90,13355,tons,western
100,80,50,90,80,90,90355,tons,western
100,80,50,90,80,90,13356,tons,western
100,80,50,90,80,90,90356,tons,western
100,80,50,90,80,90,13357,tons,western
100,80,50,90,80,90,90357,tons,western
100,80,50,90,80,90,13358,tons,western
100,80,50,90,80,90,90358,tons,western
100,80,50,90,80,90,13359,tons,western
100,80,50,90,80,90,90359,tons,western
100,80,50,90,80,90,13360,tons,western
100,80,50,90,80,90,90360,tons,western
100,80,50,90,80,90,13361,tons,western
100,80,50,90,80,90,90361,tons,western
100,80,50,90,80,90,13362,tons,western
100,80,50,90,80,90,90362,tons,western
100,80,50,90,80,90,13363,tons,western
100,80,50,90,80,90,90363,tons,western
100,80,50,90,80,90,13364,tons,western
100,80,50,90,80,90,90364,tons,western
100,80,50,90,80,90,13365,tons,western
100,80,50,90,80,90,90365,tons,western
100,80,50,90,80,90,13366,tons,western
100,80,50,90,80,90,90366,tons,western
100,80,50,90,80,90,13367,tons,western
100,80,50,90,80,90,90367,tons,western
100,80,50,90,80,90,13368,tons,western
100,80,50,90,80,90,90368,tons,western
100,80,50,90,80,90,13369,tons,western
100,80,50,90,80,90,90369,tons,western
100,80,50,90,80,90,13370,tons,western
100,80,50,90,80,90,90370,tons,western
100,80,50,90,80,90,13371,tons,western
100,80,50,90,80,90,90371,tons,western
100,80,50,90,80,90,13372,tons,western
100,80,50,90,80,90,90372,tons,western
100,80,50,90,80,90,13373,tons,western
100,80,50,90,80,90,90373,tons,western
100,80,50,90,80,90,13374,tons,western
100,80,50,90,80,90,90374,tons,western
